name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Texas,2007-11-27,17,2.9,9.2,17,2.9,9.2,3.1,68.3,0,0,0,,0,0,,10.6,107.6,1028.6,5.9,15.8,,,,,2007-11-27T07:06:25,2007-11-27T17:30:29,0.6,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-11-28,21,4.1,11.9,21,4.1,11.8,7.1,74.6,0,0,0,,0,0,,17.1,216.4,1022.8,19.3,11.8,,,,,2007-11-28T07:07:15,2007-11-28T17:30:21,0.64,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-11-29,19.7,7,12.6,19.7,5.2,12.1,3.7,56.1,0,0,0,,0,0,,14.4,339,1024.9,7.1,16,,,,,2007-11-29T07:08:04,2007-11-29T17:30:14,0.67,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-11-30,20.6,8.7,15.3,20.6,8.7,15.3,11.6,79,0.829,100,16.67,rain,0,0,,12.2,124.8,1022.3,76.5,13.7,,,,,2007-11-30T07:08:53,2007-11-30T17:30:09,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-01,23.6,18.1,20.7,23.6,18.1,20.7,17.3,81.3,0.002,100,4.17,rain,0,0,,24.9,156.6,1016.4,99.4,12.2,,,,,2007-12-01T07:09:41,2007-12-01T17:30:05,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-02,28.1,13.7,22.1,28.1,13.7,22.1,13.2,61,0,0,0,,0,0,53.6,26.1,300.8,1019.7,56.9,15.6,,,,,2007-12-02T07:10:29,2007-12-02T17:30:03,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-03,16.5,2.7,9.6,16.5,2,8.7,-4.1,40.6,0,0,0,,0,0,,20.7,357.4,1031.8,2.3,16,,,,,2007-12-03T07:11:17,2007-12-03T17:30:03,0.8,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-04,21.4,0.1,9.8,21.4,0.1,9.8,-1.1,52.6,0,0,0,,0,0,,12.6,200.3,1019.8,3.7,16,,,,,2007-12-04T07:12:04,2007-12-04T17:30:05,0.84,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-05,26,5.2,14.3,26,5.2,14.3,3.2,51.4,0,0,0,,0,0,,12.1,17.2,1012.4,0.6,16,,,,,2007-12-05T07:12:50,2007-12-05T17:30:08,0.87,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-06,22.9,7.2,15.1,22.9,7.2,15.1,7.9,62.4,0,0,0,,0,0,,21.9,141.2,1015.4,35.7,16,,,,,2007-12-06T07:13:36,2007-12-06T17:30:13,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-07,26,19.2,21.3,26,19.2,21.3,17.1,77.9,0,0,0,,0,0,,18,179.9,1014.2,75.8,14.1,,,,,2007-12-07T07:14:21,2007-12-07T17:30:20,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-08,27.2,21,23.4,27.9,21,23.4,18.4,74.7,0,0,0,,0,0,48.2,25,163.3,1015.9,90.9,13.1,,,,,2007-12-08T07:15:06,2007-12-08T17:30:29,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-09,26.3,5.8,18.5,26.3,2.7,18,14.4,77.5,0.025,100,8.33,rain,0,0,,19.8,109.3,1019.2,91.4,15.3,,,,,2007-12-09T07:15:49,2007-12-09T17:30:39,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-10,9.4,4,6.7,9.4,0.7,5,5.1,89.7,0.292,100,8.33,rain,0,0,,14.4,6.4,1021,100,4.6,,,,,2007-12-10T07:16:32,2007-12-10T17:30:51,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-11,25.7,9.9,18.9,25.7,9.9,18.9,16,84.2,4.91,100,37.5,rain,0,0,,19.6,150.6,1016,96,9.5,,,,,2007-12-11T07:17:14,2007-12-11T17:31:04,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-12,13.6,5.8,7.6,13.6,2.8,5.5,5.7,87.5,3.434,100,58.33,rain,0,0,,19.4,350.6,1022.2,100,12,,,,,2007-12-12T07:17:55,2007-12-12T17:31:19,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-13,15.5,4.5,9.9,15.5,3.2,9.4,4.5,70.6,0,0,0,,0,0,,10.3,11.9,1022.6,76,16,,,,,2007-12-13T07:18:36,2007-12-13T17:31:36,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-14,14.1,10.1,11.8,14.1,10.1,11.8,9.9,88.5,3.467,100,50,rain,0,0,,14.3,56.3,1017.3,100,5.5,,,,,2007-12-14T07:19:15,2007-12-14T17:31:54,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-15,14.7,3.3,10.8,14.7,0.6,10,4,65.6,2.938,100,29.17,rain,0,0,57.2,29.7,318.1,1018.2,47.6,14.5,,,,,2007-12-15T07:19:53,2007-12-15T17:32:14,0.21,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-16,11.8,-0.8,4.7,11.8,-3.5,3.9,-6.1,50.7,0,0,0,,0,0,,12.3,347.6,1027.9,1.2,16,,,,,2007-12-16T07:20:30,2007-12-16T17:32:35,0.24,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-17,14.1,-1.4,6.6,14.1,-1.4,6.5,-2.8,55.8,0,0,0,,0,0,,11.5,165.3,1025.8,15.1,16,,,,,2007-12-17T07:21:06,2007-12-17T17:32:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-18,23.8,7.5,14.8,23.8,7.5,14.8,7.6,64.7,0,0,0,,0,0,,17.9,206,1020.6,24.2,16,,,,,2007-12-18T07:21:41,2007-12-18T17:33:22,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-19,19.7,8.9,15,19.7,8.9,15,12.4,84.4,0,0,0,,0,0,,10.5,161.2,1017.6,79.8,12.9,,,,,2007-12-19T07:22:15,2007-12-19T17:33:48,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-20,23,10.7,17.1,23,10.7,17.1,5.6,53.2,0,0,0,,0,0,,20.6,292.6,1013.1,19.9,14.5,,,,,2007-12-20T07:22:48,2007-12-20T17:34:16,0.38,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-21,24.8,3.3,14.2,24.8,3.3,14.1,3.2,53.8,0,0,0,,0,0,,18.3,162.5,1010.4,13.6,16,,,,,2007-12-21T07:23:19,2007-12-21T17:34:44,0.42,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-22,19.5,3.3,13.5,19.5,-0.9,12.6,1.3,50.2,0,0,0,,0,0,57.2,29.1,308,1015.5,21.5,15.7,,,,,2007-12-22T07:23:49,2007-12-22T17:35:14,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-23,12.7,-2.8,4.5,12.7,-2.8,3.8,-7.7,44.5,0,0,0,,0,0,,15.6,226.3,1027.2,6.3,16,,,,,2007-12-23T07:24:18,2007-12-23T17:35:46,0.5,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-24,16,-2.2,6.1,16,-2.5,5.7,-6,46.1,0,0,0,,0,0,,11.6,43.6,1023.4,5.7,16,,,,,2007-12-24T07:24:45,2007-12-24T17:36:19,0.52,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-25,18.4,2.1,9.8,18.4,2.1,9.6,1.7,60.1,0,0,0,,0,0,,17.6,156.5,1017.7,39.4,15.9,,,,,2007-12-25T07:25:11,2007-12-25T17:36:53,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-26,13.5,3,10.6,13.5,3,10.4,2.9,60.8,0.404,100,4.17,rain,0,0,57.2,28.4,314.1,1013.2,39,15.8,,,,,2007-12-26T07:25:36,2007-12-26T17:37:28,0.59,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-27,14.8,-1.5,6.7,14.8,-3,6.2,1.5,71.3,0.436,100,4.17,rain,0,0,,21.3,142.7,1013.4,40.4,15.4,,,,,2007-12-27T07:25:59,2007-12-27T17:38:04,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-28,15.2,3.3,10.6,15.2,3.3,10.1,-2.4,44.1,0.076,100,12.5,rain,0,0,,24.4,328.1,1018.4,37,15.4,,,,,2007-12-28T07:26:20,2007-12-28T17:38:42,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-29,14.9,-0.6,6.6,14.9,-0.6,6.2,-2.8,54,0,0,0,,0,0,,14.7,91.5,1019.7,8.4,16,,,,,2007-12-29T07:26:41,2007-12-29T17:39:21,0.68,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-30,20.7,2.8,10.5,20.7,2.8,10.2,-2.7,45.2,0,0,0,,0,0,,10.1,288,1017.4,3.5,16,,,,,2007-12-30T07:26:59,2007-12-30T17:40:00,0.72,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2007-12-31,21.9,4.9,11.7,21.9,4.9,11.5,-2.4,41.3,0,0,0,,0,0,,22.1,354,1019.8,0.3,16,,,,,2007-12-31T07:27:16,2007-12-31T17:40:41,0.75,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-01,12.9,2.7,7.4,12.9,-0.4,5.3,-10.8,27.5,0,0,0,,0,0,50,23.2,5.6,1038.4,4.1,16,,,,,2008-01-01T07:27:32,2008-01-01T17:41:23,0.78,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-02,9.1,-2.2,3,7.5,-4.1,1.6,-10,40.4,0,0,0,,0,0,,14.3,0.7,1044.6,7,16,,,,,2008-01-02T07:27:46,2008-01-02T17:42:06,0.81,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-03,11.5,-2.3,4.1,11.5,-3.8,3,-7.9,44.1,0,0,0,,0,0,,15.8,153.8,1037.8,15.1,16,,,,,2008-01-03T07:27:58,2008-01-03T17:42:50,0.85,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-04,17.6,0.3,9,17.6,0.3,8.8,4.4,74.3,0,0,0,,0,0,,15.3,153.1,1026.7,53.3,15.5,,,,,2008-01-04T07:28:09,2008-01-04T17:43:34,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-05,25.5,14.3,19.1,25.5,14.3,19.1,12.6,68.1,0,0,0,,0,0,51.8,21.6,186.3,1018.6,43.7,16,,,,,2008-01-05T07:28:18,2008-01-05T17:44:20,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-06,23.5,14.5,18.8,23.5,14.5,18.8,14.3,75.8,0,0,0,,0,0,48.2,19.9,173.6,1015.5,73.1,14.8,,,,,2008-01-06T07:28:26,2008-01-06T17:45:06,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-07,25.8,18.8,21.4,25.8,18.8,21.4,17,76.6,0.224,100,4.17,rain,0,0,57.2,23.3,166,1012.6,76.6,15.3,,,,,2008-01-07T07:28:32,2008-01-07T17:45:53,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-08,21.8,7.7,18.8,21.8,7.7,18.8,8,55.1,0.481,100,16.67,rain,0,0,,25.1,343.5,1017,58.8,15.5,,,,,2008-01-08T07:28:36,2008-01-08T17:46:40,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-09,19.4,3,11.1,19.4,2.4,11,-0.5,48.5,0,0,0,,0,0,,12.5,131.7,1018.2,9.7,16,,,,,2008-01-09T07:28:39,2008-01-09T17:47:29,0.04,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-10,19.5,5.6,12.9,19.5,5.6,12.9,1.2,50.2,0,0,0,,0,0,,25,329.6,1014.1,13.2,15.9,,,,,2008-01-10T07:28:40,2008-01-10T17:48:17,0.08,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-11,19.9,1.8,10.7,19.9,1.8,10.6,-2,45.9,0,0,0,,0,0,,15.2,171.2,1014.2,2.7,16,,,,,2008-01-11T07:28:39,2008-01-11T17:49:07,0.12,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-12,20.6,5.4,12.4,20.6,5.4,12.4,0.9,50,0,0,0,,0,0,,23.9,311.2,1014.6,26.4,16,,,,,2008-01-12T07:28:36,2008-01-12T17:49:57,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-13,17.7,2.6,9.8,17.7,2.6,9.6,-3,43.5,0,0,0,,0,0,,20.7,31,1023.1,4.7,16,,,,,2008-01-13T07:28:32,2008-01-13T17:50:47,0.19,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-14,16.5,0,9.2,16.5,0,9.2,-1.7,50.8,0,0,0,,0,0,,8,102.3,1027.3,40.4,16,,,,,2008-01-14T07:28:26,2008-01-14T17:51:38,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-15,11.6,7.8,9.7,11.6,6.3,9.6,2.7,62.8,1.144,100,41.67,rain,0,0,,14.7,212.2,1022.4,88.3,15.9,,,,,2008-01-15T07:28:19,2008-01-15T17:52:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-16,13.1,7.1,9.4,13.1,5.3,9,6.2,81.1,0.178,100,8.33,rain,0,0,,13.4,148.6,1013.9,80.1,12.1,,,,,2008-01-16T07:28:10,2008-01-16T17:53:21,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-17,8.3,0.1,4.3,5.4,-4.8,1.3,-6.7,45.8,0,0,0,,0,0,,18.5,349.7,1021.4,90.1,16,,,,,2008-01-17T07:27:59,2008-01-17T17:54:13,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-18,4.8,1.2,2.6,2.5,-2.5,-0.6,-1.8,75.6,6.19,100,62.5,"rain,snow",0,0,,15.8,11.3,1021.5,100,11.8,,,,,2008-01-18T07:27:46,2008-01-18T17:55:05,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-19,9.4,-0.9,3.5,7.6,-4,1.1,-3.5,62.1,0,0,0,,0,0,,17,350.9,1028.1,19.2,15.9,,,,,2008-01-19T07:27:32,2008-01-19T17:55:57,0.4,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-20,13.2,-4.5,4.5,13.2,-4.5,3.9,-4.1,55.7,0,0,0,,0,0,,20.2,145.1,1029.8,30.2,16,,,,,2008-01-20T07:27:16,2008-01-20T17:56:50,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-21,12.9,6.8,9.7,12.9,5,9,7.4,86.2,9.366,100,79.17,rain,0,0,,17,116.9,1022.9,100,6.6,,,,,2008-01-21T07:26:59,2008-01-21T17:57:43,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-22,14,1.4,8.9,14,-2.8,7.3,7.6,91.5,0.002,100,4.17,rain,0,0,,21.3,9.6,1022.8,100,5.2,,,,,2008-01-22T07:26:39,2008-01-22T17:58:36,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-23,4.8,1.2,2.6,4.8,-3.1,0.2,1,89.2,0.224,100,4.17,rain,0,0,,15.5,4.4,1022.2,100,3.6,,,,,2008-01-23T07:26:19,2008-01-23T17:59:29,0.54,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-24,6.3,2.7,4.7,5.6,-1.6,1.8,-2.1,63,0.143,100,20.83,rain,0,0,,22.5,16.4,1026.3,98,13.5,,,,,2008-01-24T07:25:56,2008-01-24T18:00:22,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-25,5.6,3.7,4.9,5.6,1.8,3.8,1.4,79,1.503,100,41.67,rain,0,0,,10.7,19.3,1026.7,100,9.5,,,,,2008-01-25T07:25:32,2008-01-25T18:01:15,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-26,22.3,2.9,10.6,22.3,2.9,10.6,3.8,67.9,0,0,0,,0,0,,7.2,260.4,1024.6,47.6,10.5,,,,,2008-01-26T07:25:07,2008-01-26T18:02:08,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-27,20.5,4.5,12.2,20.5,4.5,12.2,5.3,65.8,0,0,0,,0,0,,13,151,1024.9,15,12.6,,,,,2008-01-27T07:24:40,2008-01-27T18:03:00,0.67,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-28,21.3,10.5,15.4,21.3,10.5,15.4,12.6,83.7,0.07,100,8.33,rain,0,0,,15.3,178.5,1014.9,85.5,10.6,,,,,2008-01-28T07:24:11,2008-01-28T18:03:53,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-29,22.2,7.5,17.5,22.2,4.4,17.2,5.1,52.4,0,0,0,,0,0,61.2,34,311.9,1012.2,49.8,15.8,,,,,2008-01-29T07:23:41,2008-01-29T18:04:46,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-30,15.4,-0.3,8.4,15.4,-0.3,7.7,-3.8,44.6,0,0,0,,0,0,,18.9,155.8,1017.1,44.6,16,,,,,2008-01-30T07:23:09,2008-01-30T18:05:39,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-01-31,16.3,6.8,11.8,16.3,4.5,11.5,-1.2,49.3,1.127,100,16.67,rain,0,0,61.2,34.3,301.2,1015.8,31.1,13.9,,,,,2008-01-31T07:22:36,2008-01-31T18:06:31,0.79,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72254203999,72253912979,72241612971,72254013904,72254413958,72254753942"
Texas,2008-02-01,16.9,-2.9,7.4,16.9,-2.9,7.2,-6.9,40.5,0,0,0,,0,0,,17.4,183.4,1022.9,7.8,16,,,,,2008-02-01T07:22:01,2008-02-01T18:07:23,0.83,Clear,Clear conditions throughout the day.,clear-day,"72254203999,72253912979,72241612971,99999923907,72254013904,72254413958,72254753942"
Texas,2008-02-02,25,5.2,14.8,25,5.2,14.6,7.1,61.8,0,0,0,,0,0,,18.9,174.4,1017.6,31.8,16,,,,,2008-02-02T07:21:25,2008-02-02T18:08:16,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72253912979,72241612971,99999923907,72254013904,72254413958,72254753942"
Texas,2008-02-03,26.3,17.7,21,26.3,17.7,21,15.8,73.7,0,0,0,,0,0,,18,176.3,1013.1,75.1,13.8,,,,,2008-02-03T07:20:47,2008-02-03T18:09:07,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,72241612971,99999923907,72254013904,72254413958,72254753942"
